jd,theta_na,theta_sa,r
1538589.500000,78.922109,68.188739,1.017475
1538590.500000,79.874057,69.140725,1.017424
1538591.500000,80.826009,70.092714,1.017367
1538592.500000,81.777977,71.044719,1.017306
1538593.500000,82.729982,71.996762,1.017240
1538594.500000,83.682049,72.948867,1.017171
1538595.500000,84.634207,73.901062,1.017098
1538596.500000,85.586481,74.853373,1.017021
1538597.500000,86.538896,75.805826,1.016941
1538598.500000,87.491473,76.758441,1.016858
1538599.500000,88.444233,77.711238,1.016771
1538600.500000,89.397197,78.664239,1.016681
1538601.500000,90.350386,79.617465,1.016587
1538602.500000,91.303823,80.570940,1.016489
1538603.500000,92.257529,81.524684,1.016387
1538604.500000,93.211522,82.478714,1.016281
1538605.500000,94.165812,83.433041,1.016169
1538606.500000,95.120407,84.387675,1.016053
1538607.500000,96.075312,85.342616,1.015931
1538608.500000,97.030524,86.297866,1.015804
1538609.500000,97.986043,87.253422,1.015672
1538610.500000,98.941861,88.209278,1.015533
1538611.500000,99.897974,89.165428,1.015389
1538612.500000,100.854373,90.121865,1.015240
1538613.500000,101.811050,91.078579,1.015085
1538614.500000,102.767997,92.035564,1.014924
1538615.500000,103.725206,92.992810,1.014758
1538616.500000,104.682670,93.950312,1.014586
1538617.500000,105.640386,94.908065,1.014410
1538618.500000,106.598352,95.866069,1.014228
1538619.500000,107.556572,96.824326,1.014043
1538620.500000,108.515054,97.782846,1.013852
1538621.500000,109.473811,98.741640,1.013659
1538622.500000,110.432859,99.700726,1.013461
1538623.500000,111.392218,100.660122,1.013261
1538624.500000,112.351906,101.619847,1.013058
1538625.500000,113.311941,102.579920,1.012853
1538626.500000,114.272341,103.540358,1.012645
1538627.500000,115.233126,104.501180,1.012435
1538628.500000,116.194319,105.462410,1.012223
1538629.500000,117.155944,106.424073,1.012009
1538630.500000,118.118028,107.386195,1.011793
1538631.500000,119.080597,108.348801,1.011574
1538632.500000,120.043670,109.311911,1.011352
1538633.500000,121.007262,110.275541,1.011127
1538634.500000,121.971382,111.239699,1.010899
1538635.500000,122.936037,112.204390,1.010667
1538636.500000,123.901224,113.169616,1.010432
1538637.500000,124.866943,114.135372,1.010193
1538638.500000,125.833188,115.101654,1.009950
1538639.500000,126.799951,116.068454,1.009703
1538640.500000,127.767223,117.035764,1.009452
1538641.500000,128.734995,118.003573,1.009197
1538642.500000,129.703255,118.971872,1.008938
1538643.500000,130.671995,119.940648,1.008676
1538644.500000,131.641203,120.909894,1.008409
1538645.500000,132.610871,121.879600,1.008139
1538646.500000,133.580995,122.849761,1.007865
1538647.500000,134.551570,123.820374,1.007588
1538648.500000,135.522597,124.791438,1.007308
1538649.500000,136.494078,125.762957,1.007026
1538650.500000,137.466019,126.734935,1.006742
1538651.500000,138.438427,127.707380,1.006456
1538652.500000,139.411310,128.680301,1.006170
1538653.500000,140.384678,129.653706,1.005882
1538654.500000,141.358542,130.627608,1.005594
1538655.500000,142.332920,131.602023,1.005306
1538656.500000,143.307833,132.576973,1.005017
1538657.500000,144.283305,133.552484,1.004729
1538658.500000,145.259365,134.528581,1.004440
1538659.500000,146.236037,135.505290,1.004151
1538660.500000,147.213342,136.482633,1.003862
1538661.500000,148.191296,137.460624,1.003572
1538662.500000,149.169908,138.439274,1.003282
1538663.500000,150.149183,139.418586,1.002990
1538664.500000,151.129121,140.398561,1.002698
1538665.500000,152.109719,141.379197,1.002404
1538666.500000,153.090971,142.360487,1.002110
1538667.500000,154.072869,143.342422,1.001813
1538668.500000,155.055403,144.324994,1.001515
1538669.500000,156.038562,145.308190,1.001216
1538670.500000,157.022332,146.291997,1.000915
1538671.500000,158.006701,147.276404,1.000612
1538672.500000,158.991657,148.261397,1.000308
1538673.500000,159.977187,149.246965,1.000002
1538674.500000,160.963279,150.233094,0.999695
1538675.500000,161.949924,151.219777,0.999387
1538676.500000,162.937112,152.207002,0.999078
1538677.500000,163.924834,153.194762,0.998768
1538678.500000,164.913081,154.183047,0.998459
1538679.500000,165.901848,155.171851,0.998149
1538680.500000,166.891129,156.161169,0.997841
1538681.500000,167.880925,157.151002,0.997534
1538682.500000,168.871239,158.141354,0.997228
1538683.500000,169.862084,159.132237,0.996924
1538684.500000,170.853476,160.123666,0.996623
1538685.500000,171.845438,161.115665,0.996324
1538686.500000,172.837992,162.108257,0.996027
1538687.500000,173.831162,163.101465,0.995733
1538688.500000,174.824966,164.095306,0.995442
1538689.500000,175.819417,165.089795,0.995152
1538690.500000,176.814525,166.084939,0.994865
1538691.500000,177.810291,167.080743,0.994580
1538692.500000,178.806716,168.077205,0.994296
1538693.500000,179.803795,169.074322,0.994015
1538694.500000,180.801522,170.072087,0.993734
1538695.500000,181.799888,171.070490,0.993456
1538696.500000,182.798883,172.069522,0.993178
1538697.500000,183.798493,173.069170,0.992902
1538698.500000,184.798706,174.069421,0.992627
1538699.500000,185.799508,175.070260,0.992353
1538700.500000,186.800882,176.071671,0.992080
1538701.500000,187.802813,177.073640,0.991808
1538702.500000,188.805287,178.076151,0.991537
1538703.500000,189.808284,179.079186,0.991266
1538704.500000,190.811786,180.082725,0.990998
1538705.500000,191.815772,181.086749,0.990730
1538706.500000,192.820219,182.091234,0.990465
1538707.500000,193.825108,183.096160,0.990202
1538708.500000,194.830421,184.101510,0.989942
1538709.500000,195.836147,185.107273,0.989685
1538710.500000,196.842282,186.113446,0.989431
1538711.500000,197.848831,187.120033,0.989182
1538712.500000,198.855805,188.127045,0.988937
1538713.500000,199.863220,189.134496,0.988697
1538714.500000,200.871092,190.142406,0.988461
1538715.500000,201.879439,191.150790,0.988230
1538716.500000,202.888275,192.159664,0.988004
1538717.500000,203.897610,193.169036,0.987783
1538718.500000,204.907449,194.178913,0.987566
1538719.500000,205.917795,195.189296,0.987354
1538720.500000,206.928645,196.200184,0.987147
1538721.500000,207.939994,197.211571,0.986943
1538722.500000,208.951836,198.223450,0.986744
1538723.500000,209.964163,199.235814,0.986550
1538724.500000,210.976964,200.248653,0.986359
1538725.500000,211.990227,201.261953,0.986171
1538726.500000,213.003941,202.275704,0.985988
1538727.500000,214.018090,203.289891,0.985807
1538728.500000,215.032659,204.304498,0.985630
1538729.500000,216.047633,205.319509,0.985456
1538730.500000,217.062991,206.334904,0.985285
1538731.500000,218.078711,207.350662,0.985117
1538732.500000,219.094767,208.366755,0.984952
1538733.500000,220.111127,209.383153,0.984790
1538734.500000,221.127758,210.399821,0.984631
1538735.500000,222.144627,211.416728,0.984477
1538736.500000,223.161706,212.433845,0.984326
1538737.500000,224.178976,213.451152,0.984180
1538738.500000,225.196426,214.468639,0.984039
1538739.500000,226.214051,215.486302,0.983903
1538740.500000,227.231858,216.504146,0.983772
1538741.500000,228.249852,217.522178,0.983648
1538742.500000,229.268045,218.540408,0.983530
1538743.500000,230.286447,219.558848,0.983418
1538744.500000,231.305068,220.577506,0.983312
1538745.500000,232.323913,221.596388,0.983213
1538746.500000,233.342985,222.615498,0.983120
1538747.500000,234.362284,223.634834,0.983034
1538748.500000,235.381808,224.654396,0.982953
1538749.500000,236.401552,225.674178,0.982879
1538750.500000,237.421512,226.694176,0.982810
1538751.500000,238.441681,227.714382,0.982748
1538752.500000,239.462052,228.734790,0.982690
1538753.500000,240.482616,229.755392,0.982639
1538754.500000,241.503365,230.776178,0.982592
1538755.500000,242.524287,231.797138,0.982550
1538756.500000,243.545371,232.818259,0.982513
1538757.500000,244.566602,233.839527,0.982480
1538758.500000,245.587960,234.860923,0.982451
1538759.500000,246.609423,235.882424,0.982426
1538760.500000,247.630960,236.903998,0.982405
1538761.500000,248.652535,237.925610,0.982388
1538762.500000,249.674107,238.947220,0.982375
1538763.500000,250.695636,239.968786,0.982366
1538764.500000,251.717089,240.990276,0.982361
1538765.500000,252.738439,242.011664,0.982361
1538766.500000,253.759671,243.032934,0.982367
1538767.500000,254.780776,244.054076,0.982377
1538768.500000,255.801751,245.075089,0.982393
1538769.500000,256.822598,246.095974,0.982415
1538770.500000,257.843322,247.116734,0.982443
1538771.500000,258.863926,248.137376,0.982478
1538772.500000,259.884415,249.157903,0.982519
1538773.500000,260.904793,250.178318,0.982567
1538774.500000,261.925060,251.198623,0.982621
1538775.500000,262.945217,252.218817,0.982682
1538776.500000,263.965263,253.238900,0.982749
1538777.500000,264.985195,254.258870,0.982823
1538778.500000,266.005012,255.278724,0.982903
1538779.500000,267.024712,256.298462,0.982989
1538780.500000,268.044293,257.318080,0.983081
1538781.500000,269.063752,258.337577,0.983178
1538782.500000,270.083089,259.356952,0.983281
1538783.500000,271.102300,260.376199,0.983389
1538784.500000,272.121377,261.395315,0.983502
1538785.500000,273.140314,262.414289,0.983619
1538786.500000,274.159096,263.433108,0.983741
1538787.500000,275.177702,264.451752,0.983866
1538788.500000,276.196104,265.470191,0.983994
1538789.500000,277.214266,266.488390,0.984126
1538790.500000,278.232146,267.506308,0.984262
1538791.500000,279.249705,268.523904,0.984400
1538792.500000,280.266907,269.541144,0.984542
1538793.500000,281.283726,270.558001,0.984688
1538794.500000,282.300144,271.574456,0.984837
1538795.500000,283.316150,272.590499,0.984991
1538796.500000,284.331736,273.606123,0.985149
1538797.500000,285.346901,274.621325,0.985311
1538798.500000,286.361643,275.636105,0.985478
1538799.500000,287.375963,276.650462,0.985651
1538800.500000,288.389863,277.664399,0.985828
1538801.500000,289.403344,278.677918,0.986011
1538802.500000,290.416408,279.691020,0.986199
1538803.500000,291.429057,280.703706,0.986393
1538804.500000,292.441291,281.715978,0.986591
1538805.500000,293.453114,282.727838,0.986796
1538806.500000,294.464528,283.739289,0.987005
1538807.500000,295.475537,284.750336,0.987219
1538808.500000,296.486146,285.760983,0.987438
1538809.500000,297.496364,286.771238,0.987662
1538810.500000,298.506196,287.781107,0.987890
1538811.500000,299.515648,288.790597,0.988122
1538812.500000,300.524725,289.799712,0.988358
1538813.500000,301.533426,290.808450,0.988597
1538814.500000,302.541746,291.816808,0.988839
1538815.500000,303.549671,292.824769,0.989084
1538816.500000,304.557177,293.832314,0.989331
1538817.500000,305.564236,294.839410,0.989579
1538818.500000,306.570812,295.846024,0.989830
1538819.500000,307.576871,296.852119,0.990081
1538820.500000,308.582381,297.857667,0.990335
1538821.500000,309.587319,298.862643,0.990589
1538822.500000,310.591669,299.867030,0.990845
1538823.500000,311.595419,300.870818,0.991103
1538824.500000,312.598562,301.873998,0.991363
1538825.500000,313.601091,302.876564,0.991626
1538826.500000,314.603003,303.878514,0.991890
1538827.500000,315.604297,304.879846,0.992157
1538828.500000,316.604973,305.880559,0.992427
1538829.500000,317.605033,306.880656,0.992700
1538830.500000,318.604478,307.880139,0.992976
1538831.500000,319.603313,308.879011,0.993254
1538832.500000,320.601541,309.877277,0.993536
1538833.500000,321.599170,310.874943,0.993821
1538834.500000,322.596207,311.872018,0.994109
1538835.500000,323.592664,312.868512,0.994400
1538836.500000,324.588553,313.864439,0.994693
1538837.500000,325.583891,314.859814,0.994989
1538838.500000,326.578693,315.854653,0.995288
1538839.500000,327.572976,316.848974,0.995589
1538840.500000,328.566753,317.842789,0.995892
1538841.500000,329.560034,318.836108,0.996196
1538842.500000,330.552823,319.828933,0.996501
1538843.500000,331.545114,320.821262,0.996807
1538844.500000,332.536893,321.813079,0.997113
1538845.500000,333.528142,322.804365,0.997419
1538846.500000,334.518834,323.795095,0.997724
1538847.500000,335.508945,324.785243,0.998029
1538848.500000,336.498452,325.774787,0.998332
1538849.500000,337.487337,326.763710,0.998634
1538850.500000,338.475588,327.751999,0.998935
1538851.500000,339.463195,328.739643,0.999236
1538852.500000,340.450150,329.726635,0.999535
1538853.500000,341.436445,330.712967,0.999833
1538854.500000,342.422076,331.698636,1.000131
1538855.500000,343.407040,332.683638,1.000429
1538856.500000,344.391337,333.667972,1.000727
1538857.500000,345.374967,334.651639,1.001024
1538858.500000,346.357933,335.634644,1.001322
1538859.500000,347.340241,336.616989,1.001620
1538860.500000,348.321898,337.598683,1.001918
1538861.500000,349.302912,338.579735,1.002216
1538862.500000,350.283297,339.560157,1.002515
1538863.500000,351.263068,340.539966,1.002814
1538864.500000,352.242245,341.519180,1.003114
1538865.500000,353.220850,342.497822,1.003413
1538866.500000,354.198907,343.475917,1.003714
1538867.500000,355.176440,344.453488,1.004014
1538868.500000,356.153473,345.430558,1.004314
1538869.500000,357.130021,346.407144,1.004613
1538870.500000,358.106097,347.383257,1.004911
1538871.500000,359.081704,348.358901,1.005208
1538872.500000,0.056839,349.334074,1.005503
1538873.500000,1.031494,350.308766,1.005796
1538874.500000,2.005655,351.282964,1.006086
1538875.500000,2.979308,352.256655,1.006373
1538876.500000,3.952442,353.229827,1.006657
1538877.500000,4.925046,354.202468,1.006937
1538878.500000,5.897110,355.174570,1.007213
1538879.500000,6.868628,356.146125,1.007487
1538880.500000,7.839592,357.117126,1.007756
1538881.500000,8.809993,358.087565,1.008022
1538882.500000,9.779827,359.057436,1.008285
1538883.500000,10.749089,0.026736,1.008545
1538884.500000,11.717776,0.995461,1.008802
1538885.500000,12.685891,1.963613,1.009056
1538886.500000,13.653434,2.931193,1.009307
1538887.500000,14.620411,3.898208,1.009556
1538888.500000,15.586830,4.864664,1.009803
1538889.500000,16.552701,5.830573,1.010047
1538890.500000,17.518040,6.795950,1.010290
1538891.500000,18.482864,7.760811,1.010530
1538892.500000,19.447196,8.725181,1.010768
1538893.500000,20.411063,9.689084,1.011005
1538894.500000,21.374492,10.652551,1.011240
1538895.500000,22.337513,11.615610,1.011473
1538896.500000,23.300153,12.578287,1.011704
1538897.500000,24.262436,13.540607,1.011932
1538898.500000,25.224377,14.502586,1.012158
1538899.500000,26.185989,15.464235,1.012381
1538900.500000,27.147277,16.425561,1.012601
1538901.500000,28.108245,17.386566,1.012816
1538902.500000,29.068891,18.347250,1.013028
1538903.500000,30.029213,19.307610,1.013235
1538904.500000,30.989210,20.267644,1.013437
1538905.500000,31.948877,21.227348,1.013633
1538906.500000,32.908210,22.186719,1.013825
1538907.500000,33.867202,23.145748,1.014011
1538908.500000,34.825847,24.104431,1.014191
1538909.500000,35.784137,25.062758,1.014366
1538910.500000,36.742064,26.020723,1.014536
1538911.500000,37.699623,26.978320,1.014701
1538912.500000,38.656811,27.935545,1.014860
1538913.500000,39.613626,28.892397,1.015015
1538914.500000,40.570069,29.848878,1.015165
1538915.500000,41.526144,30.804991,1.015311
1538916.500000,42.481859,31.760742,1.015452
1538917.500000,43.437222,32.716143,1.015589
1538918.500000,44.392248,33.671206,1.015723
1538919.500000,45.346955,34.625951,1.015852
1538920.500000,46.301365,35.580399,1.015979
1538921.500000,47.255506,36.534577,1.016101
1538922.500000,48.209406,37.488514,1.016221
1538923.500000,49.163095,38.442241,1.016337
1538924.500000,50.116603,39.395787,1.016450
1538925.500000,51.069954,40.349175,1.016560
1538926.500000,52.023168,41.302427,1.016666
1538927.500000,52.976263,42.255559,1.016768
1538928.500000,53.929252,43.208585,1.016866
1538929.500000,54.882148,44.161519,1.016960
1538930.500000,55.834962,45.114370,1.017049
1538931.500000,56.787703,46.067148,1.017132
1538932.500000,57.740375,47.019858,1.017210
1538933.500000,58.692982,47.972503,1.017282
1538934.500000,59.645523,48.925081,1.017348
1538935.500000,60.597992,49.877588,1.017407
1538936.500000,61.550384,50.830017,1.017461
1538937.500000,62.502690,51.782361,1.017507
1538938.500000,63.454902,52.734610,1.017548
1538939.500000,64.407012,53.686758,1.017583
1538940.500000,65.359015,54.638798,1.017611
1538941.500000,66.310908,55.590729,1.017633
1538942.500000,67.262690,56.542548,1.017650
1538943.500000,68.214362,57.494257,1.017661
1538944.500000,69.165928,58.445861,1.017667
1538945.500000,70.117396,59.397367,1.017668
1538946.500000,71.068778,60.348786,1.017664
1538947.500000,72.020088,61.300133,1.017655
1538948.500000,72.971345,62.251428,1.017642
1538949.500000,73.922574,63.202695,1.017625
1538950.500000,74.873801,64.153959,1.017605
1538951.500000,75.825054,65.105249,1.017580
1538952.500000,76.776358,66.056591,1.017552
1538953.500000,77.727738,67.008008,1.017521
1538954.500000,78.679214,67.959522,1.017486
